ID,Title,Attachments,Estimate,Expected Result,Preconditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Additional Info),Steps (Expected Result),Steps (References),Steps (Step),is_converted
,,,,,,,,,,,,,"
Step Description:
Proceed to push the Next button till the 8-page
Expected Result:
1. System opens 8th page &gt; 8th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots are displayed after the 1st page and all of the last seven pages.

**Pagination view:**

1...6 7 8 9 10 11 12

-----------------------------------------------------------

 ![](index.php?/attachments/get/52bfde92-1110-482f-8a11-c7645a69db03) 
",,"1. System opens 8th page &gt; 8th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots are displayed after the 1st page and all of the last seven pages.

**Pagination view:**

1...6 7 8 9 10 11 12

-----------------------------------------------------------

 ![](index.php?/attachments/get/52bfde92-1110-482f-8a11-c7645a69db03) 
",,Proceed to push the Next button till the 8-page,
,,,,,,,,,,,,,"
Step Description:
Proceed to push the Next button till the last page
Expected Result:
1. System opens 12th page &gt; 12th page is selected, pages in the list are changed
2. The page is scrolling up
3. Three dots are displayed after the 1st page and all of the last seven pages.


**Buttons:**

- Previous - active
- Next - disabled if the cursor on the last page 


**Pagination view:**

1...6 7 8 9 10 11 12

--------------------------------------------------------------

 ![](index.php?/attachments/get/94913e2d-d872-444e-9c92-7bcc4a3160d0) 
",,"1. System opens 12th page &gt; 12th page is selected, pages in the list are changed
2. The page is scrolling up
3. Three dots are displayed after the 1st page and all of the last seven pages.


**Buttons:**

- Previous - active
- Next - disabled if the cursor on the last page 


**Pagination view:**

1...6 7 8 9 10 11 12

--------------------------------------------------------------

 ![](index.php?/attachments/get/94913e2d-d872-444e-9c92-7bcc4a3160d0) 
",,Proceed to push the Next button till the last page,
C389352,Company members list > Pagination > Previous button,,,,"Sign in as a company owner

Dashboard > Account > Open Company members

12 pages were created



",Medium,,Company members,1,,Corporate (Desktop+Mobile) > Company members,,"Step Description:
Select the last 12th page
Click on the Previous button
Expected Result:
1. System opens 11th page &gt; 11th page is selected, pages in the list are changed
2. The page is scrolling up
3. Three dots are displayed after the 1st page and all of the last seven pages.


**Buttons:**

- Previous - active
- Next - active 


**Pagination view:**

1...6 7 8 9 10 11 12

--------------------------------------------------------------

 ![](index.php?/attachments/get/457927fa-bf21-42f2-8049-2a5ee92c6911) 
",,"1. System opens 11th page &gt; 11th page is selected, pages in the list are changed
2. The page is scrolling up
3. Three dots are displayed after the 1st page and all of the last seven pages.


**Buttons:**

- Previous - active
- Next - active 


**Pagination view:**

1...6 7 8 9 10 11 12

--------------------------------------------------------------

 ![](index.php?/attachments/get/457927fa-bf21-42f2-8049-2a5ee92c6911) 
",,"Select the last 12th page
Click on the Previous button",0
,,,,,,,,,,,,,"
Step Description:
Proceed to push the Previous button till the 7-page
Expected Result:
1. System opens 7th page &gt; 7th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots after 1st and before the last page were added 

**Pagination view:**

1...4 5 6 7 8...12

-----------------------------------------------------------

 ![](index.php?/attachments/get/e2cf1beb-5f9f-41d8-a8a6-a56617cd8549) 

",,"1. System opens 7th page &gt; 7th page is selected, pages in the list are changed
2. The Previous and Next buttons are active
3. The page is scrolling up
4. Three dots after 1st and before the last page were added 

**Pagination view:**

1...4 5 6 7 8...12

-----------------------------------------------------------

 ![](index.php?/attachments/get/e2cf1beb-5f9f-41d8-a8a6-a56617cd8549) 

",,Proceed to push the Previous button till the 7-page,
,,,,,,,,,,,,,"
Step Description:
Proceed to push the Previous button till the 1st page
Expected Result:
**Buttons:**

- Previous - disabled if the cursor on the first page active
- Next - active

- The 1st page is selected and active
- There are 12 pages with 10 addresses on each 


**Pagination view:**

1 2 3 4 5 6 7...12

------------------------------------------------------


 ![](index.php?/attachments/get/36a5c5ec-0ee8-48b3-a93c-5d6f3de8a8c2) 


",,"**Buttons:**

- Previous - disabled if the cursor on the first page active
- Next - active

- The 1st page is selected and active
- There are 12 pages with 10 addresses on each 


**Pagination view:**

1 2 3 4 5 6 7...12

------------------------------------------------------


 ![](index.php?/attachments/get/36a5c5ec-0ee8-48b3-a93c-5d6f3de8a8c2) 


",,Proceed to push the Previous button till the 1st page,
C389353,Company members list > Pagination > Delete pages,,,,"Sign in as a company owner

Dashboard > Account > Open Company members

12 pages were created",Medium,,Company members,1,,Corporate (Desktop+Mobile) > Company members,,"Step Description:
Open the last page
Delete all members
Check the number of pages
Check Next button
Expected Result:
1. The last page is deleted
2. System opens 11th page &gt; 11th page is selected, pages in the list are changed

**Buttons:**

Previous - active
Next - disabled

There are 11 pages with 16 members on each

**Pagination view:**

1...5 6 7 8 9 10 11



",,"1. The last page is deleted
2. System opens 11th page &gt; 11th page is selected, pages in the list are changed

**Buttons:**

Previous - active
Next - disabled

There are 11 pages with 16 members on each

**Pagination view:**

1...5 6 7 8 9 10 11



",,"Open the last page
Delete all members
Check the number of pages
Check Next button",0
C389356,Company members list > Action column > Block user,"https://virtowayqa.testrail.io/index.php?/attachments/get/1000002674, https://virtowayqa.testrail.io/index.php?/attachments/get/1000002108",,,"Contact1 is assigned to the Organization1
Contact1 is active
The company owner was signed in > Company members page

",Medium,,Block user,2,,Corporate (Desktop+Mobile) > Company members > Block user,,"Step Description:
Choose Contact_1
Click on Actions &gt; Block
Expected Result:
A popup about confirmation appears 

 ![](index.php?/attachments/get/9351d7b0-9db8-444e-9a30-b8d70b8fe2de) 
 
",,"A popup about confirmation appears 

 ![](index.php?/attachments/get/9351d7b0-9db8-444e-9a30-b8d70b8fe2de) 
 
",,"Choose Contact_1
Click on Actions &gt; Block",0
,,,,,,,,,,,,,"
Step Description:
Click on the Ok
Expected Result:
The popup is closed. The status is blocked

 ![](index.php?/attachments/get/755be157-6c95-4395-a443-ad592a7432e4) 
",,"The popup is closed. The status is blocked

 ![](index.php?/attachments/get/755be157-6c95-4395-a443-ad592a7432e4) 
",,Click on the Ok,
,,,,,,,,,,,,,"
Step Description:
Open admin &gt; Contacts
Find the Contact1
Verify the Status
Expected Result:
The status of contact is Locked",,The status of contact is Locked,,"Open admin &gt; Contacts
Find the Contact1
Verify the Status",
,,,,,,,,,,,,,"
Step Description:
Go to Account
Verify the state
Expected Result:
The locked state is Locked",,The locked state is Locked,,"Go to Account
Verify the state",
C389357,Company members list > Action column > Unblock user,,,,"Contact1 is assigned to the Organization1
Contact1 is blocked
The company owner was signed in > Company members page",Medium,,Block user,2,,Corporate (Desktop+Mobile) > Company members > Block user,,"Step Description:
Choose Contact_1
Click on Actions &gt; Unblock user
Expected Result:
A popup about confirmation appears

 ![](index.php?/attachments/get/7d5f68af-f879-49a2-81d0-f5e1f247942a) 
",,"A popup about confirmation appears

 ![](index.php?/attachments/get/7d5f68af-f879-49a2-81d0-f5e1f247942a) 
",,"Choose Contact_1
Click on Actions &gt; Unblock user",0
,,,,,,,,,,,,,"
Step Description:
Click on the Ok
Expected Result:
The user has been successfully unblocked. The status is approved


 ![](index.php?/attachments/get/1a822342-0034-4b60-a25c-7acfd0a848ae) 
",,"The user has been successfully unblocked. The status is approved


 ![](index.php?/attachments/get/1a822342-0034-4b60-a25c-7acfd0a848ae) 
",,Click on the Ok,
,,,,,,,,,,,,,"
Step Description:
Open admin &gt; Contacts
Find the Contact1
Verify the Status
Expected Result:
The status of contact is Approved",,The status of contact is Approved,,"Open admin &gt; Contacts
Find the Contact1
Verify the Status",
,,,,,,,,,,,,,"
Step Description:
Go to Account
Verify the state
Expected Result:
The locked state is Unlocked",,The locked state is Unlocked,,"Go to Account
Verify the state",
C389358,Log in as a Blocked user,"https://virtowayqa.testrail.io/index.php?/attachments/get/1000004166, https://virtowayqa.testrail.io/index.php?/attachments/get/1000003055",,,"Contact1 is assigned to the Organization1
Contact1 is blocked",Medium,,Block user,2,,Corporate (Desktop+Mobile) > Company members > Block user,,"Step Description:
Go to the Sign-in page
Enter email and password locked user
Sign in
Check the query login &gt; Preview (Devtools &gt; Network)
Expected Result:
**The error description is:**

Your account has been locked. Please contact support for assistance.

**Storefront message is:**

You have been blocked. You can not reach any information or create the order. For more details please contact your site administrator


 ![](index.php?/attachments/get/e82b0805-6b50-47d8-b23e-20e5c1bb788b) 


",,"**The error description is:**

Your account has been locked. Please contact support for assistance.

**Storefront message is:**

You have been blocked. You can not reach any information or create the order. For more details please contact your site administrator


 ![](index.php?/attachments/get/e82b0805-6b50-47d8-b23e-20e5c1bb788b) 


",,"Go to the Sign-in page
Enter email and password locked user
Sign in
Check the query login &gt; Preview (Devtools &gt; Network)",0
,,,,,,,,,,,,,"
Step Description:
Click the link in the error message """"contact the site administrator.""""
Expected Result:
The 'Contacts' page is opened.

 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 
",,"The 'Contacts' page is opened.

 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 
",,"Click the link in the error message ""contact the site administrator.""",
C389359,Log in as a active user > block the user,"https://virtowayqa.testrail.io/index.php?/attachments/get/1000003055, https://virtowayqa.testrail.io/index.php?/attachments/get/1000003702",,,"Contact1 is assigned to the Organization1
Contact1 is active
The company owner was signed in > Company members page",Medium,,Block user,2,,Corporate (Desktop+Mobile) > Company members > Block user,,"Step Description:
Sign in as an active user
Add product to cart
Go to cart
Expected Result:
The products were added to the cart",,The products were added to the cart,,"Sign in as an active user
Add product to cart
Go to cart",0
,,,,,,,,,,,,,"
Step Description:
Sign in as a company owner in another window
Block Contact1 as a company owner


Expected Result:
The company member is blocked",,The company member is blocked,,"Sign in as a company owner in another window
Block Contact1 as a company owner

",
,,,,,,,,,,,,,"
Step Description:
Return to the Contact1 
Try to proceed checkout
Expected Result:
The user is automatically log out by the system and redirected to a blocked page

The user has the same access as the anonymous user.

 ![](index.php?/attachments/get/cdd09b97-92d6-4bc4-90aa-2d8f3bf22c5f) 
",,"The user is automatically log out by the system and redirected to a blocked page

The user has the same access as the anonymous user.

 ![](index.php?/attachments/get/cdd09b97-92d6-4bc4-90aa-2d8f3bf22c5f) 
",,"Return to the Contact1 
Try to proceed checkout",
,,,,,,,,,,,,,"
Step Description:
Click the link in the error message """"contact the site administrator.""""
Expected Result:
The 'Contacts' page is opened.

 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 
",,"The 'Contacts' page is opened.

 ![](index.php?/attachments/get/a75d93fb-bb13-4d5f-98df-c3e2a5b562f9) 
",,"Click the link in the error message ""contact the site administrator.""",
C389369,Filters > View,https://virtowayqa.testrail.io/index.php?/attachments/get/1000001429,,,"User as a Company member logged in store > Account > Company members

",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on the Filters button


Expected Result:
1. When you hover over the button, a pointer appears, and the button turns orange

2. Pop-ups with filters have appeared:

- Column Role (Organization maintainer, Organization employee,
Purchasing agent)
- Column Status (Active, Inactive, Blocked)
- All filters unselected by default
- Reset and Apply are disabled


![](index.php?/attachments/get/4f75aca1-e47b-4625-9f29-2051067cadf0)   
",,"1. When you hover over the button, a pointer appears, and the button turns orange

2. Pop-ups with filters have appeared:

- Column Role (Organization maintainer, Organization employee,
Purchasing agent)
- Column Status (Active, Inactive, Blocked)
- All filters unselected by default
- Reset and Apply are disabled


![](index.php?/attachments/get/4f75aca1-e47b-4625-9f29-2051067cadf0)   
",,"Click on the Filters button

",0
,,,,,,,,,,,,,"
Step Description:
Click on the close button 
Expected Result:
The pop-up is closed",,The pop-up is closed,,Click on the close button ,
,,,,,,,,,,,,,"
Step Description:
Click outside of the pop-up
Expected Result:
The pop-up is closed",,The pop-up is closed,,Click outside of the pop-up,
C389370,Filters > Count,,,,User as a Company member logged in store > Account > Company members,Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on the Filters button
Select 1 filter
Expected Result:
1. When hovering over any status, role or checkbox, a pointer appears
2. If one of the Checkboxes is selected, then the Reset and Apply buttons are activated

![](index.php?/attachments/get/58a38219-7e14-4cad-82d1-0a89676577ab)   

 
",,"1. When hovering over any status, role or checkbox, a pointer appears
2. If one of the Checkboxes is selected, then the Reset and Apply buttons are activated

![](index.php?/attachments/get/58a38219-7e14-4cad-82d1-0a89676577ab)   

 
",,"Click on the Filters button
Select 1 filter",0
,,,,,,,,,,,,,"
Step Description:
Click on Apply
Expected Result:
1. Pop-up with filters is closed
2. The number is displayed on the button Filters and matches with a count of chosen filters
3. The chips: Reset filters and the name of chosen filter are displayed under the Search field
4. The appropriate result is returned

![](index.php?/attachments/get/99f2fbaf-4efe-46b9-b7d4-83ef3f5786f1)   


",,"1. Pop-up with filters is closed
2. The number is displayed on the button Filters and matches with a count of chosen filters
3. The chips: Reset filters and the name of chosen filter are displayed under the Search field
4. The appropriate result is returned

![](index.php?/attachments/get/99f2fbaf-4efe-46b9-b7d4-83ef3f5786f1)   


",,Click on Apply,
,,,,,,,,,,,,,"
Step Description:
Click on the Filter


Expected Result:
- The checkbox is selected 
- button Apply is disabled",,"- The checkbox is selected 
- button Apply is disabled",,"Click on the Filter

",
,,,,,,,,,,,,,"
Step Description:
Click outside of the pop-up
Expected Result:
The pop-up is closed, but the filter is not reset",,"The pop-up is closed, but the filter is not reset",,Click outside of the pop-up,
,,,,,,,,,,,,,"
Step Description:
Click on Filters 
try adding filters one by one
Apply
Expected Result:
- The number is increased by one and displayed on the button Filters
- The chips are added by one under the Search field


",,"- The number is increased by one and displayed on the button Filters
- The chips are added by one under the Search field


",,"Click on Filters 
try adding filters one by one
Apply",
,,,,,,,,,,,,,"
Step Description:
Click on Filters 
Unselect filters one by one
Apply
Expected Result:
- The number is decreased by one and displayed on the button Filters
- The chips are deleted by one under the Search field",,"- The number is decreased by one and displayed on the button Filters
- The chips are deleted by one under the Search field",,"Click on Filters 
Unselect filters one by one
Apply",
C389371,Filters > By role,,,,"User logged in store > Account > Company members

The Users with roles were added to the Company member list

Organization maintainer
Organization employee
Purchasing agent

",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on Filters
Select Organization maintainer Role
Apply
Expected Result:
The role Organization maintainer returns in the result

![](index.php?/attachments/get/850a2e4b-7ffd-44c1-b841-90e2638322fa) 
",,"The role Organization maintainer returns in the result

![](index.php?/attachments/get/850a2e4b-7ffd-44c1-b841-90e2638322fa) 
",,"Click on Filters
Select Organization maintainer Role
Apply",0
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Organization employee Role
Apply
Expected Result:
The role Organization employee returns in the result

![](index.php?/attachments/get/0ea17433-1c96-4b88-86f5-53cb37dd7c41) 
",,"The role Organization employee returns in the result

![](index.php?/attachments/get/0ea17433-1c96-4b88-86f5-53cb37dd7c41) 
",,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Organization employee Role
Apply",
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Purchasing agent Role
Apply
Expected Result:
The role Purchasing agent returns in the result

![](index.php?/attachments/get/b2718f79-ece4-4bb2-90d9-2078bb975cc6) 
",,"The role Purchasing agent returns in the result

![](index.php?/attachments/get/b2718f79-ece4-4bb2-90d9-2078bb975cc6) 
",,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Purchasing agent Role
Apply",
C389372,Filters > By status,https://virtowayqa.testrail.io/index.php?/attachments/get/1000002232,,,"User logged in store > Account > Company members

The Users with statuses were added to the Company member list

storefront status = contact status

- Active = Approved

- Invited = Invited

- Blocked = Locked


",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on Filters
Select Active Status
Apply
Expected Result:
The users with the status Active are displayed the result",,The users with the status Active are displayed the result,,"Click on Filters
Select Active Status
Apply",0
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Invited Status
Apply
Expected Result:
The users with the status Invited are displayed the result

---

 ![](index.php?/attachments/get/7b6c631c-26e1-4705-85cb-4daee31abe7a) 



",,"The users with the status Invited are displayed the result

---

 ![](index.php?/attachments/get/7b6c631c-26e1-4705-85cb-4daee31abe7a) 



",,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Invited Status
Apply",
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Blocked Status
Apply
Expected Result:
The users with the status Blocked are displayed the result",,The users with the status Blocked are displayed the result,,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Blocked Status
Apply",
C389373,Filters > Role + Status,,,,"User logged in store > Account > Company members

The Users with roles and statuses were added to the Company member list

Organization maintainer - active, Invited, Blocked

Organization employee - active, Invited, Blocked

Purchasing agent - active, Invited, Blocked
",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on Filters
Select Organization maintainer Role + Select all statuses
Apply
Expected Result:
All users with the role Organization maintainer and chosen statuses are displayed in the result",,All users with the role Organization maintainer and chosen statuses are displayed in the result,,"Click on Filters
Select Organization maintainer Role + Select all statuses
Apply",0
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Organization employee Role + Select all statuses
Apply
Expected Result:
All users with the role Organization employee and chosen statuses are displayed in the result",,All users with the role Organization employee and chosen statuses are displayed in the result,,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Organization employee Role + Select all statuses
Apply",
,,,,,,,,,,,,,"
Step Description:
Clear previous filter &gt; Reset filters chip
Click on Filters
Select Purchasing agent Role + Select all statuses
Apply
Expected Result:
All users with the role Purchasing agent and chosen statuses are displayed in the result",,All users with the role Purchasing agent and chosen statuses are displayed in the result,,"Clear previous filter &gt; Reset filters chip
Click on Filters
Select Purchasing agent Role + Select all statuses
Apply",
C389374,Filters >  Select all /Delete all > View Chips,https://virtowayqa.testrail.io/index.php?/attachments/get/1000000261,,,"User logged in store > Account > Company members

The Users with roles and statuses were added to the Company member list",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Click on the Filters button
Select All filters
Apply
Expected Result:
The filters are applied
The Reset filter chip + 6 chips are displayed under the field Search
The name of the chips matches with names of filters in the pop-up

![](index.php?/attachments/get/0e02d272-d7d4-4d4b-b249-10fa1cfb268b)   

",,"The filters are applied
The Reset filter chip + 6 chips are displayed under the field Search
The name of the chips matches with names of filters in the pop-up

![](index.php?/attachments/get/0e02d272-d7d4-4d4b-b249-10fa1cfb268b)   

",,"Click on the Filters button
Select All filters
Apply",0
,,,,,,,,,,,,,"
Step Description:
Close chip one by one
Expected Result:
The chip is deleted and the number on the filter button is decreased by one
The result matches the filter criteria",,"The chip is deleted and the number on the filter button is decreased by one
The result matches the filter criteria",,Close chip one by one,
C389375,Filters > Reset,,,,"User logged in store > Account > Company members

The Users with roles and statuses were added to the Company member list",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Сlick Button """"filters""""
Choose several filters &gt; Apply


Expected Result:
The filters applied",,The filters applied,,"Сlick Button ""filters""
Choose several filters &gt; Apply

",0
,,,,,,,,,,,,,"
Step Description:
Сlick on Filters &gt; """"Reset""""
Expected Result:
All filters are removed


",,"All filters are removed


",,"Сlick on Filters &gt; ""Reset""",
,,,,,,,,,,,,,"
Step Description:
Сlick Button """"filters""""
Choose several filters &gt; Reset
Expected Result:
The filters selected but are not applied
The pop-up with filters is cleared",,"The filters selected but are not applied
The pop-up with filters is cleared",,"Сlick Button ""filters""
Choose several filters &gt; Reset",
,,,,,,,,,,,,,"
Step Description:
Сlick Button """"filters""""
Choose several filters &gt; Apply
Click on the chip """"Reset filters""""
Expected Result:
All filters and chips are removed
The pop-up with filters is cleared


",,"All filters and chips are removed
The pop-up with filters is cleared


",,"Сlick Button ""filters""
Choose several filters &gt; Apply
Click on the chip ""Reset filters""",
C389376,Filters > Reset Search,,,"1. The No results found and Reset search button are displayed in the result 
2. The filter is reset and all members list is returned


![](index.php?/attachments/get/abfa68b6-33f6-4d58-b577-bb763eea97c7)  
","User logged in store > Account > Company members

There is no user with an assigned role or status in the system",Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),"1. Try to filter users with no existing role or status in the system
2. Click on Reset Search",,,,,,0
C389377,Filters > Mobile,,,,User as a Company member logged in store > Account > Company members,Medium,,Filters block (Desktop+Mobile),2,,Corporate (Desktop+Mobile) > Company members > Filters block (Desktop+Mobile),,"Step Description:
Tap on the icon Filter
Expected Result:
The menu """"Filters"""" from the left side has appeared

Column Role (Organization maintainer, Organization employee,
Purchasing agent)
Column Status (Active, Inactive, Blocked)

All filters unselected by default

Reset and Apply are disabled

![](index.php?/attachments/get/b1368150-306f-468d-b3a1-d3b34a64cead)      
",,"The menu ""Filters"" from the left side has appeared

Column Role (Organization maintainer, Organization employee,
Purchasing agent)
Column Status (Active, Inactive, Blocked)

All filters unselected by default

Reset and Apply are disabled

![](index.php?/attachments/get/b1368150-306f-468d-b3a1-d3b34a64cead)      
",,Tap on the icon Filter,0
,,,,,,,,,,,,,"
Step Description:
Select several filters
Expected Result:
If one of the Checkboxes is selected, then the Reset and Apply buttons are activated",,"If one of the Checkboxes is selected, then the Reset and Apply buttons are activated",,Select several filters,
,,,,,,,,,,,,,"
Step Description:
Tap on Reset
Expected Result:
All filters are removed
The left-side menu is closed",,"All filters are removed
The left-side menu is closed",,Tap on Reset,
,,,,,,,,,,,,,"
Step Description:
Tap on the icon Filter
Select several filters
Apply
Expected Result:
The chosen filters are applied
The number of filters is displayed near the icon

![](index.php?/attachments/get/14af5261-b73e-432b-bf75-1cb041c69823)     
",,"The chosen filters are applied
The number of filters is displayed near the icon

![](index.php?/attachments/get/14af5261-b73e-432b-bf75-1cb041c69823)     
",,"Tap on the icon Filter
Select several filters
Apply",
C389382,Invite member >  Role > Select Role,https://virtowayqa.testrail.io/index.php?/attachments/get/1000004512,,,"User as a Company member logged in store
User is on the account page
User opened Company members link",Medium,,Invite members,2,,Corporate (Desktop+Mobile) > Company members > Invite members,,"Step Description:
Click on Invite members
Check Role
 


Expected Result:
The Role is required field and marked by asterisks
The Organization employee is selected by default

",,"The Role is required field and marked by asterisks
The Organization employee is selected by default

",,"Click on Invite members
Check Role
 

",0
,,,,,,,,,,,,,"
Step Description:
Click on the Role selector
Expected Result:
The list of roles has appeared:

 ![](index.php?/attachments/get/fe9a91e6-6223-465e-b2d9-ec8e8c442fb6) 


",,"The list of roles has appeared:

 ![](index.php?/attachments/get/fe9a91e6-6223-465e-b2d9-ec8e8c442fb6) 


",,Click on the Role selector,
,,,,,,,,,,,,,"
Step Description:
Select the Purchase agent
Expected Result:
The role is selected",,The role is selected,,Select the Purchase agent,
,,,,,,,,,,,,,"
Step Description:
Select the Organization maintainer 
Expected Result:
The role is selected",,The role is selected,,Select the Organization maintainer ,
,,,,,,,,,,,,,"
Step Description:
Select the Organization employee
Expected Result:
The role is selected",,The role is selected,,Select the Organization employee,
C389383,Invite member > Email > Delimiter,https://virtowayqa.testrail.io/index.php?/attachments/get/1000003076,,,"Sign in as a company owner (role Organization maintainer)
Open Account > Corporate > Company members
 ",Medium,,Invite members,2,,Corporate (Desktop+Mobile) > Company members > Invite members,,"Step Description:
Click on Invite members
Check Email field
Expected Result:
The field is required and marked by asterisks

The title is:

Enter email addresses of people you want to invite*

The placeholder is:

Use commas, semicolons, or line breaks to separate multiple entries
",,"The field is required and marked by asterisks

The title is:

Enter email addresses of people you want to invite*

The placeholder is:

Use commas, semicolons, or line breaks to separate multiple entries
",,"Click on Invite members
Check Email field",0
,,,,,,,,,,,,,"
Step Description:
Check email validator
Start typing an email address
Expected Result:
The red text error appears under the field on the fly:

Incorrect email addresses: new-email
",,"The red text error appears under the field on the fly:

Incorrect email addresses: new-email
",,"Check email validator
Start typing an email address",
,,,,,,,,,,,,,"
Step Description:
Enter several emails with space delimiter

rolfson.karli@johnston.info geovanni.weber@barrows.biz judah35@vandervort.biz alba34@gmail.com

Expected Result:
There is no error message. The field takes the space delimiter",,There is no error message. The field takes the space delimiter,,"Enter several emails with space delimiter

rolfson.karli@johnston.info geovanni.weber@barrows.biz judah35@vandervort.biz alba34@gmail.com
",
,,,,,,,,,,,,,"
Step Description:
Enter several emails with semicolon delimiter

rolfson.karli@johnston.info; geovanni.weber@barrows.biz; judah35@vandervort.biz; alba34@gmail.com;



Expected Result:
There is no error message. The field takes the semi-colon delimiter",,There is no error message. The field takes the semi-colon delimiter,,"Enter several emails with semicolon delimiter

rolfson.karli@johnston.info; geovanni.weber@barrows.biz; judah35@vandervort.biz; alba34@gmail.com;


",
,,,,,,,,,,,,,"
Step Description:
Enter several emails with commas delimiter

rolfson.karli@johnston.info, geovanni.weber@barrows.biz, judah35@vandervort.biz, alba34@gmail.com,

Expected Result:
There is no error message. The field takes the commas delimiter",,There is no error message. The field takes the commas delimiter,,"Enter several emails with commas delimiter

rolfson.karli@johnston.info, geovanni.weber@barrows.biz, judah35@vandervort.biz, alba34@gmail.com,
",
,,,,,,,,,,,,,"
Step Description:
Enter several emails with break line delimiter

rolfson.karli@johnston.info
geovanni.weber@barrows.biz
judah35@vandervort.biz
alba34@gmail.com
Expected Result:
There is no error message. The field takes the break line delimiter",,There is no error message. The field takes the break line delimiter,,"Enter several emails with break line delimiter

rolfson.karli@johnston.info
geovanni.weber@barrows.biz
judah35@vandervort.biz
alba34@gmail.com",
,,,,,,,,,,,,,"
Step Description:
Use mixed delimiters

rolfson.karli@johnston.info; geovanni.weber@barrows.biz,
judah35@vandervort.biz,
alba34@gmail.com,

Expected Result:
There is no error message. The field takes all valid delimiters ",,There is no error message. The field takes all valid delimiters ,,"Use mixed delimiters

rolfson.karli@johnston.info; geovanni.weber@barrows.biz,
judah35@vandervort.biz,
alba34@gmail.com,
",
,,,,,,,,,,,,,"
Step Description:
Enter invalid delimiter (ex. | / % + - &)

rolfson.karli@johnston.info| geovanni.weber@barrows.biz/
judah35@vandervort.biz+
alba34@gmail.com&rolfson.karli@johnston.info; geovanni.weber@barrows.biz,
judah35@vandervort.biz,
alba34@gmail.com,

Expected Result:
An error message appears below the field. The field does not accept invalid delimiters.

Incorrect email addresses

 ![](index.php?/attachments/get/ac2c8577-74f5-42f9-a7ae-48655e54ed4c)  ",,"An error message appears below the field. The field does not accept invalid delimiters.

Incorrect email addresses

 ![](index.php?/attachments/get/ac2c8577-74f5-42f9-a7ae-48655e54ed4c)  ",,"Enter invalid delimiter (ex. | / % + - &)

rolfson.karli@johnston.info| geovanni.weber@barrows.biz/
judah35@vandervort.biz+
alba34@gmail.com&rolfson.karli@johnston.info; geovanni.weber@barrows.biz,
judah35@vandervort.biz,
alba34@gmail.com,
",
C389384,Invite member > Email > Invalid email,,,,"Sign in as a company owner (role Organization maintainer)
Open Account > Corporate > Company members
Open Invite members pop-up",Medium,,Invite members,2,,Corporate (Desktop+Mobile) > Company members > Invite members,,"Step Description:
Enter invalid email 

npourosgottlieb.com
@tes.com
Expected Result:
An error message appears below the field

Incorrect email addresses: {email},{email1}",,"An error message appears below the field

Incorrect email addresses: {email},{email1}",,"Enter invalid email 

npourosgottlieb.com
@tes.com",0
,,,,,,,,,,,,,"
Step Description:
Fix the error
Enter valid email
Expected Result:
The error has disappeared.",,The error has disappeared.,,"Fix the error
Enter valid email",
